id,path,caption,__raw_response,__error,style,Gen_by,category_category,task
henri-edmond-cross_mme-hector-france-nee-irma-clare-and-later_resize1024,Dataset/Images/henri-edmond-cross_mme-hector-france-nee-irma-clare-and-later_resize1024.jpg,"a woman in a dark dress standing on a garden terrace beside a table and chairs, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-lemmen_view-of-the-thames-1892_resize1024,Dataset/Images/georges-lemmen_view-of-the-thames-1892_resize1024.jpg,"a harbor waterfront with dock buildings and a sailboat on calm water, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-martin_the-tower-of-collioure-in-moonrise_resize1024,Dataset/Images/henri-martin_the-tower-of-collioure-in-moonrise_resize1024.jpg,"a stone harbor tower beside a seaside inlet with small boats and sailboats on the water, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
georges-seurat_study-for-the-channel-at-gravelines-evening-1890_resize1024,Dataset/Images/georges-seurat_study-for-the-channel-at-gravelines-evening-1890_resize1024.jpg,"a hazy harbor scene with a sailboat and distant shoreline across calm water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-bay-of-cavaliere-study_resize1024,Dataset/Images/henri-edmond-cross_the-bay-of-cavaliere-study_resize1024.jpg,"a large tree with dense foliage beside a sunlit field, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
jan-toorop_broek-in-waterland-1889_resize1024,Dataset/Images/jan-toorop_broek-in-waterland-1889_resize1024.jpg,"a winding river through flat fields with silhouetted trees at sunset, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_madame-theo-van-rysselberghe-and-her-daughter-1899_resize1024,Dataset/Images/theo-van-rysselberghe_madame-theo-van-rysselberghe-and-her-daughter-1899_resize1024.jpg,"a woman and a girl in white dresses sitting on a sofa in a cozy parlor, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_the-circus-1891_resize1024,Dataset/Images/georges-seurat_the-circus-1891_resize1024.jpg,"a circus ring with acrobats performing on a white horse before a seated audience, pointillism painting","{""category"":""animal""}",,Pointillism,WikiArt,animal,category_classify
theo-van-rysselberghe_portrait-of-madame-charles-maus-1890_resize1024,Dataset/Images/theo-van-rysselberghe_portrait-of-madame-charles-maus-1890_resize1024.jpg,"a seated woman in a dark dress in an interior room beside a white fireplace, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_the-viaduct_resize1024,Dataset/Images/henri-edmond-cross_the-viaduct_resize1024.jpg,"a stone bridge with two arches over a shimmering river under a cloudy sky, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-edmond-cross_the-wood-1907_resize1024,Dataset/Images/henri-edmond-cross_the-wood-1907_resize1024.jpg,"a group of nude women resting in a sunlit forest clearing among trees and shrubs, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-martin_valley-in-labastide-du-vert_resize1024,Dataset/Images/henri-martin_valley-in-labastide-du-vert_resize1024.jpg,"a winding river through rolling autumn hills with tall poplar trees, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_antibes-afternoon_resize1024,Dataset/Images/henri-edmond-cross_antibes-afternoon_resize1024.jpg,"a coastal bay with trees in the foreground and a town by the mountains across the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
giacomo-balla_a-worker-s-day-1904_resize1024,Dataset/Images/giacomo-balla_a-worker-s-day-1904_resize1024.jpg,"a building under construction with scaffolding in a city street, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-martin_port-collioure-2_resize1024,Dataset/Images/henri-martin_port-collioure-2_resize1024.jpg,"a coastal harbor with a stone tower and small boats moored on the shore, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-martin_summer_resize1024,Dataset/Images/henri-martin_summer_resize1024.jpg,"a sunlit meadow with tall poplar trees and people working and walking, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_girl-in-green-1892_resize1024,Dataset/Images/theo-van-rysselberghe_girl-in-green-1892_resize1024.jpg,"a seated woman with long wavy hair in a dark dress against a plain background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_maria-sethe-at-the-harmonium-1891_resize1024,Dataset/Images/theo-van-rysselberghe_maria-sethe-at-the-harmonium-1891_resize1024.jpg,"a woman in a purple dress sitting at a piano in an interior room, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_suburb-1882_resize1024,Dataset/Images/georges-seurat_suburb-1882_resize1024.jpg,"a rural industrial landscape with white factory buildings and a tall smokestack by a grassy field, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
pablo-picasso_the-happy-family_resize1024,Dataset/Images/pablo-picasso_the-happy-family_resize1024.jpg,"a woman in an orange hat seated at a garden table with two other figures, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_canal-in-flanders-1894-1_resize1024,Dataset/Images/theo-van-rysselberghe_canal-in-flanders-1894-1_resize1024.jpg,"a tree-lined canal running through green fields under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_the-channel-at-gravelines-in-the-direction-of-the-sea-1890_resize1024,Dataset/Images/georges-seurat_the-channel-at-gravelines-in-the-direction-of-the-sea-1890_resize1024.jpg,"a calm harbor with sailboats and a lighthouse along the sandy shore, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_the-pine-tree-at-st-tropez-1909_resize1024,Dataset/Images/paul-signac_the-pine-tree-at-st-tropez-1909_resize1024.jpg,"a large spreading tree in a sunlit garden with distant shrubs and sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_port-collioure-1_resize1024,Dataset/Images/henri-martin_port-collioure-1_resize1024.jpg,"a harbor with sailboats and a stone fortress along the waterfront, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
georges-lemmen_the-two-sisters-1894_resize1024,Dataset/Images/georges-lemmen_the-two-sisters-1894_resize1024.jpg,"two girls in matching red dresses standing beside a table with a vase of white flowers, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_moroccan-market_resize1024,Dataset/Images/theo-van-rysselberghe_moroccan-market_resize1024.jpg,"a sunlit street market outside a walled gate with robed figures and awnings, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
theo-van-rysselberghe_portrait-of-alice-sethe-1888_resize1024,Dataset/Images/theo-van-rysselberghe_portrait-of-alice-sethe-1888_resize1024.jpg,"a woman in a light blue dress standing by an ornate mirror in an interior room, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
edouard-vuillard_portrait-of-marie-vuillard_resize1024,Dataset/Images/edouard-vuillard_portrait-of-marie-vuillard_resize1024.jpg,"a seated woman in a dark high-collared dress with hands folded in her lap indoors, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_port-en-bessin-the-outer-harbor-low-tide-1888_resize1024,Dataset/Images/georges-seurat_port-en-bessin-the-outer-harbor-low-tide-1888_resize1024.jpg,"a riverside village with boats on the water and clustered houses under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_plage-de-la-vignassa-1892_resize1024,Dataset/Images/henri-edmond-cross_plage-de-la-vignassa-1892_resize1024.jpg,"a sunlit desert landscape with scattered shrubs and distant mountains, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-lacombe_portrait-of-paul-ranson-1905_resize1024,Dataset/Images/georges-lacombe_portrait-of-paul-ranson-1905_resize1024.jpg,"a seated man in dark clothing with clasped hands against a shadowy background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_lavandou_resize1024,Dataset/Images/theo-van-rysselberghe_lavandou_resize1024.jpg,"a coastal meadow with grazing white goats, distant sea cliffs and a sailboat on the horizon, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-lemmen_portrait-of-the-artist-s-sister-1891_resize1024,Dataset/Images/georges-lemmen_portrait-of-the-artist-s-sister-1891_resize1024.jpg,"a seated woman in a dark dress with folded arms against a patterned background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
camille-pissarro_meadows-at-eragny-1886_resize1024,Dataset/Images/camille-pissarro_meadows-at-eragny-1886_resize1024.jpg,"a rural countryside landscape with green fields, scattered trees, and small houses under a blue sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_setting-sun-and-fog-eragny-1891_resize1024,Dataset/Images/camille-pissarro_setting-sun-and-fog-eragny-1891_resize1024.jpg,"a snowy field with a dark tree line under a glowing sunset sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_paysanne-couchant-1882_resize1024,Dataset/Images/camille-pissarro_paysanne-couchant-1882_resize1024.jpg,"a woman in a blue dress and red bonnet holding a hoe in a sunlit garden, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_woman-fishing-and-seated-figures-1884_resize1024,Dataset/Images/georges-seurat_woman-fishing-and-seated-figures-1884_resize1024.jpg,"a riverside park with people relaxing on the grass under umbrellas and sailboats on the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
maurice-prendergast_rising-tide-st-malo_resize1024,Dataset/Images/maurice-prendergast_rising-tide-st-malo_resize1024.jpg,"a crowded seaside promenade beside a stone pier and choppy water with a small sailboat, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_le-corne-d-or-le-pont-1907_resize1024,Dataset/Images/paul-signac_le-corne-d-or-le-pont-1907_resize1024.jpg,"a colorful sailboat with flags on calm water near a distant city skyline, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_the-garbage-picker_resize1024,Dataset/Images/georges-seurat_the-garbage-picker_resize1024.jpg,"a silhouetted worker bending over with a long-handled tool in an industrial interior, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
marevna-(marie-vorobieff)_dance_resize1024,Dataset/Images/marevna-(marie-vorobieff)_dance_resize1024.jpg,"three nude women holding hands in a grassy lakeside clearing with trees, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
kazimir-malevich_portrait-of-a-member-of-the-artist-s-family_resize1024,Dataset/Images/kazimir-malevich_portrait-of-a-member-of-the-artist-s-family_resize1024.jpg,"a woman in a pale blouse seated in a sunlit garden beside a white table, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
maurice-prendergast_the-rider_resize1024,Dataset/Images/maurice-prendergast_the-rider_resize1024.jpg,"a person riding a brown horse among large sunflowers and leafy plants, pointillism painting","{""category"":""animal""}",,Pointillism,WikiArt,animal,category_classify
camille-pissarro_hampton-court-green-london-1891_resize1024,Dataset/Images/camille-pissarro_hampton-court-green-london-1891_resize1024.jpg,"a grassy field with scattered figures playing and red-roofed buildings behind trees, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_study-for-the-channel-at-gravelines-1890_resize1024,Dataset/Images/georges-seurat_study-for-the-channel-at-gravelines-1890_resize1024.jpg,"a river harbor with sailboats near a sandy shoreline and distant buildings, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_three-children-in-blue-1901_resize1024,Dataset/Images/theo-van-rysselberghe_three-children-in-blue-1901_resize1024.jpg,"three girls in light blue dresses sitting on a cushioned bench indoors, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_la-grande-jatte-1884_resize1024,Dataset/Images/georges-seurat_la-grande-jatte-1884_resize1024.jpg,"a riverside park with tall trees casting shadows and sailboats on the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_the-point-of-rossignol-1905_resize1024,Dataset/Images/theo-van-rysselberghe_the-point-of-rossignol-1905_resize1024.jpg,"a rocky seaside cliff with green pine trees overlooking the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_the-channel-of-gravelines-petit-fort-philippe-1890_resize1024,Dataset/Images/georges-seurat_the-channel-of-gravelines-petit-fort-philippe-1890_resize1024.jpg,"a harbor with sailboats on calm water beside a seaside promenade and a distant lighthouse, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_frost-view-fom-bazincourt-1891_resize1024,Dataset/Images/camille-pissarro_frost-view-fom-bazincourt-1891_resize1024.jpg,"a rural village landscape with autumn trees and open fields under a hazy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_coastal-view-with-cypress-trees-1896_resize1024,Dataset/Images/henri-edmond-cross_coastal-view-with-cypress-trees-1896_resize1024.jpg,"a lakeside path lined with tall cypress trees and women in light dresses, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_sunset-bazincourt-steeple-1_resize1024,Dataset/Images/camille-pissarro_sunset-bazincourt-steeple-1_resize1024.jpg,"a sunlit field with a dense line of autumn trees under a bright sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
marevna-(marie-vorobieff)_boy-with-grapes_resize1024,Dataset/Images/marevna-(marie-vorobieff)_boy-with-grapes_resize1024.jpg,"a woman in a straw hat holding a bunch of green grapes against a blue background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
paul-signac_lighthouse-at-groix_resize1024,Dataset/Images/paul-signac_lighthouse-at-groix_resize1024.jpg,"a harbor with sailboats and a lighthouse on calm water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_young-flemish-maid_resize1024,Dataset/Images/camille-pissarro_young-flemish-maid_resize1024.jpg,"a seated woman in a bonnet and blue skirt in a sunlit interior room, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_the-shipwreck-1907_resize1024,Dataset/Images/henri-edmond-cross_the-shipwreck-1907_resize1024.jpg,"a coastal seascape with rocky cliffs and waves under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_excursion_resize1024,Dataset/Images/henri-edmond-cross_excursion_resize1024.jpg,"three figures on a hillside overlooking a coastal bay with sailboats and distant mountains, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_view-of-the-port-of-marseilles_resize1024,Dataset/Images/paul-signac_view-of-the-port-of-marseilles_resize1024.jpg,"a harbor with sailboats and tall masts on shimmering water near a coastal town, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_sailboats-near-chicago-1905_resize1024,Dataset/Images/henri-edmond-cross_sailboats-near-chicago-1905_resize1024.jpg,"a harbor with colorful sailboats on choppy water and distant buildings, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_port-of-la-rochelle-1921_resize1024,Dataset/Images/paul-signac_port-of-la-rochelle-1921_resize1024.jpg,"a harbor with sailboats on calm water beside a tall stone castle under a cloudy sky, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
camille-pissarro_young-peasant-at-her-toilette-1888_resize1024,Dataset/Images/camille-pissarro_young-peasant-at-her-toilette-1888_resize1024.jpg,"a woman with long hair in a green patterned skirt leaning against an interior wall near a window, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
camille-pissarro_kew-the-path-to-the-main-conservatory_resize1024,Dataset/Images/camille-pissarro_kew-the-path-to-the-main-conservatory_resize1024.jpg,"a landscaped park garden with flowerbeds, tall trees, and strolling figures, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_the-red-buoy-saint-tropez-1895_resize1024,Dataset/Images/paul-signac_the-red-buoy-saint-tropez-1895_resize1024.jpg,"a harbor with sailboats and sunlit buildings reflected on the water, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-edmond-cross_coastal-landscape_resize1024,Dataset/Images/henri-edmond-cross_coastal-landscape_resize1024.jpg,"a rocky coastal village with stone houses and red tiled roofs by the sea, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
camille-pissarro_pear-trees-and-flowers-at-eragny-morning-1886_resize1024,Dataset/Images/camille-pissarro_pear-trees-and-flowers-at-eragny-morning-1886_resize1024.jpg,"a rural landscape with blossoming trees and red-roofed houses behind a wooden fence, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-canal-near-st-tropez_resize1024,Dataset/Images/henri-edmond-cross_the-canal-near-st-tropez_resize1024.jpg,"a coastal landscape with a windswept tree overlooking blue water and distant hills, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_shepherd-and-sheep-1888_resize1024,Dataset/Images/camille-pissarro_shepherd-and-sheep-1888_resize1024.jpg,"a shepherd walking with a flock of sheep and two dogs across a sunlit field, pointillism painting","{""category"":""animal""}",,Pointillism,WikiArt,animal,category_classify
jean-metzinger_le-chateau-de-clisson-1905_resize1024,Dataset/Images/jean-metzinger_le-chateau-de-clisson-1905_resize1024.jpg,"a stone castle on a hill surrounded by trees under a warm sunset sky, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-edmond-cross_portrait-of-madame-cross_resize1024,Dataset/Images/henri-edmond-cross_portrait-of-madame-cross_resize1024.jpg,"a woman in a wide-brimmed hat and purple dress sitting outdoors on a wicker chair, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_bathers-1902_resize1024,Dataset/Images/henri-edmond-cross_bathers-1902_resize1024.jpg,,,"mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""ab1ae5c2-237b-11f1-a1f5-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-DAhuJutpnvAO2B-260319180908540'}""} | mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""5ac8c3fe-237c-11f1-88ef-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-WCdNgbxSLaI5UG-260319181403269'}""} | missing_caption: col=caption",Pointillism,WikiArt,,
georges-seurat_study-for-a-sunday-on-la-grande-jatte-1885_resize1024,Dataset/Images/georges-seurat_study-for-a-sunday-on-la-grande-jatte-1885_resize1024.jpg,"a riverside park scene with people relaxing on the grass and sailboats on the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_landscape-3_resize1024,Dataset/Images/henri-edmond-cross_landscape-3_resize1024.jpg,"a rural landscape with a winding path, trees, and distant hills under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_house-of-marie-louise-in-labastide-1920_resize1024,Dataset/Images/henri-martin_house-of-marie-louise-in-labastide-1920_resize1024.jpg,"a riverside house with blossoming trees at sunset, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-martin_the-gloriette_resize1024,Dataset/Images/henri-martin_the-gloriette_resize1024.jpg,"a garden pergola covered in green vines and flowers overlooking rolling hills, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
marsden-hartley_storm-clouds-maine-1906_resize1024,Dataset/Images/marsden-hartley_storm-clouds-maine-1906_resize1024.jpg,"a rolling hillside landscape under large storm clouds, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_comblat-castle-the-pre-1886(1)_resize1024,Dataset/Images/paul-signac_comblat-castle-the-pre-1886(1)_resize1024.jpg,"a rural farmhouse with trees and a fenced grassy yard under a blue sky, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
camille-pissarro_the-gleaners-1889_resize1024,Dataset/Images/camille-pissarro_the-gleaners-1889_resize1024.jpg,"farm workers harvesting wheat in a sunlit field with haystacks and rolling hills, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_l-hirondelle-steamer-on-the-seine-1901_resize1024,Dataset/Images/paul-signac_l-hirondelle-steamer-on-the-seine-1901_resize1024.jpg,"a misty river scene with a small boat and trees along the shore, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_haymakers-resting-1891_resize1024,Dataset/Images/camille-pissarro_haymakers-resting-1891_resize1024.jpg,"three women sitting and talking on a grassy hillside in a sunny open field, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_poseur-standing-front-view-study-for-les-poseuses-1887_resize1024,Dataset/Images/georges-seurat_poseur-standing-front-view-study-for-les-poseuses-1887_resize1024.jpg,"a nude man standing with hands on hips against a speckled pastel background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-martin_labastide-du-vert-3_resize1024,Dataset/Images/henri-martin_labastide-du-vert-3_resize1024.jpg,"a mountain village with a church steeple among trees and green fields, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
georges-seurat_the-forest-at-pontaubert_resize1024,Dataset/Images/georges-seurat_the-forest-at-pontaubert_resize1024.jpg,"a sunlit forest clearing with tall tree trunks and dense foliage, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-matisse_notre-dame_resize1024,Dataset/Images/henri-matisse_notre-dame_resize1024.jpg,"a cathedral with twin towers rising above a cityscape and rooftops, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
theo-van-rysselberghe_near-the-rocks-of-per-kiridec-1889_resize1024,Dataset/Images/theo-van-rysselberghe_near-the-rocks-of-per-kiridec-1889_resize1024.jpg,"a sailboat with white sails on a blue sea near a rocky coastline, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_view-of-le-crotoy-from-upstream-1889_resize1024,Dataset/Images/georges-seurat_view-of-le-crotoy-from-upstream-1889_resize1024.jpg,"a river landscape with a distant town and sandy banks seen through a dark window frame, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
andre-derain_effect-of-sun-on-the-water-london-1906_resize1024,Dataset/Images/andre-derain_effect-of-sun-on-the-water-london-1906_resize1024.jpg,"a coastal landscape with dark storm clouds over a green sea and orange sunset sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_the-gardener-1884_resize1024,Dataset/Images/georges-seurat_the-gardener-1884_resize1024.jpg,"a white horse grazing among trees in a sunlit green meadow, pointillism painting","{""category"":""animal""}",,Pointillism,WikiArt,animal,category_classify
theo-van-rysselberghe_sunset-at-ambletsuse-1899_resize1024,Dataset/Images/theo-van-rysselberghe_sunset-at-ambletsuse-1899_resize1024.jpg,"a sunset river landscape with forested hills and distant rock formations, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_the-point-of-rossignol-1904_resize1024,Dataset/Images/theo-van-rysselberghe_the-point-of-rossignol-1904_resize1024.jpg,"a rocky seaside cove with blue water and trees on the cliff, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_woman-sewing-on-a-veranda_resize1024,Dataset/Images/henri-martin_woman-sewing-on-a-veranda_resize1024.jpg,"a woman in a white dress sitting on a chair under a vine-covered pergola on a sunny terrace, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
camille-pissarro_women-gathering-grass-1883_resize1024,Dataset/Images/camille-pissarro_women-gathering-grass-1883_resize1024.jpg,"two women gathering grass in a green meadow with trees and distant fields, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_chaine-des-maures-1907_resize1024,Dataset/Images/henri-edmond-cross_chaine-des-maures-1907_resize1024.jpg,"a pastoral hillside landscape with scattered trees and a grazing horse under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_the-violinist-1903_resize1024,Dataset/Images/theo-van-rysselberghe_the-violinist-1903_resize1024.jpg,"a woman in a blue dress playing the violin against a textured background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-vantongerloo_interior-with-woman-1916_resize1024,Dataset/Images/georges-vantongerloo_interior-with-woman-1916_resize1024.jpg,"an abstract scene with a faint female figure amid scattered colorful shapes, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-lemmen_portrait-of-mme-lemmen-1893_resize1024,Dataset/Images/georges-lemmen_portrait-of-mme-lemmen-1893_resize1024.jpg,"a seated woman in a dark dress in an interior room with a small candle on a table, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_the-cap-gris-nez-1900_resize1024,Dataset/Images/theo-van-rysselberghe_the-cap-gris-nez-1900_resize1024.jpg,"a coastal cliff overlooking the sea with distant sailboats under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_provence-landscape-1_resize1024,Dataset/Images/henri-edmond-cross_provence-landscape-1_resize1024.jpg,"a lakeside landscape with tall trees and distant hills under a bright sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_woded-landscape_resize1024,Dataset/Images/henri-edmond-cross_woded-landscape_resize1024.jpg,"a woodland scene with large arching tree branches over dense forest, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_a-pine-wood-provence_resize1024,Dataset/Images/henri-edmond-cross_a-pine-wood-provence_resize1024.jpg,"a seaside grove of tall trees with small figures on the beach and a sailboat on the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_anna-boch-in-her-studio_resize1024,Dataset/Images/theo-van-rysselberghe_anna-boch-in-her-studio_resize1024.jpg,"a woman in a dark blue dress holding a paintbrush and palette in an artist studio, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_barges-on-the-river-scheldt-1892_resize1024,Dataset/Images/theo-van-rysselberghe_barges-on-the-river-scheldt-1892_resize1024.jpg,"two sailboats with dark red sails on a calm river under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
